order_id,customer_id,product_id,quantity,status,order_date,price,sales
o0930,c0456,p0017,4,cancelled,26-02-09,49999,199996
o0931,c0429,p0014,2,pending,26-06-07,54999,109998
o0932,c0155,p0026,1,pending,26-04-11,12999,12999
o0933,c0466,p0022,4,pending,26-12-18,19999,79996
o0934,c0213,p0017,3,delivered,25-02-21,49999,149997
o0935,c0057,p0014,1,pending,25-11-10,54999,54999
o0936,c0152,p0015,4,shipped,26-07-03,34999,139996
o0937,c0243,p0012,5,pending,26-06-16,79999,399995
o0938,c0493,p0015,1,shipped,26-08-27,34999,34999
o0939,c0174,p0017,2,pending,26-01-24,49999,99998
o0940,c0202,p0030,1,shipped,26-04-30,32999,32999
o0941,c0074,p0006,4,shipped,25-02-23,89999,359996
o0942,c0230,p0025,1,pending,25-02-06,14999,14999
o0943,c0160,p0006,3,pending,25-07-22,89999,269997
o0944,c0480,p0003,2,pending,26-09-29,139999,279998
o0945,c0067,p0023,3,pending,26-05-22,39999,119997
o0946,c0020,p0017,2,cancelled,26-03-23,49999,99998
o0947,c0231,p0003,4,pending,26-06-07,139999,559996
o0948,c0429,p0029,4,cancelled,26-06-17,24999,99996
o0949,c0488,p0020,5,delivered,25-02-03,29999,149995
o0950,c0132,p0026,4,shipped,25-05-10,12999,51996
o0951,c0454,p0011,3,cancelled,26-03-29,89999,269997
o0952,c0298,p0003,2,cancelled,25-12-22,139999,279998
o0953,c0180,p0012,4,shipped,26-07-08,79999,319996
o0954,c0215,p0022,3,pending,25-03-22,19999,59997
o0955,c0017,p0022,4,cancelled,26-01-02,19999,79996
o0956,c0145,p0020,3,pending,25-07-07,29999,89997
o0957,c0496,p0004,3,pending,25-01-08,129999,389997
o0958,c0403,p0023,1,delivered,25-07-16,39999,39999
o0959,c0113,p0021,3,delivered,26-09-17,9999,29997
o0960,c0222,p0003,4,pending,25-01-18,139999,559996
o0961,c0435,p0028,1,cancelled,25-11-25,59999,59999
o0962,c0034,p0020,3,shipped,25-10-25,29999,89997
o0963,c0432,p0024,1,shipped,25-10-26,17999,17999
o0964,c0399,p0014,3,cancelled,26-09-03,54999,164997
o0965,c0229,p0004,4,cancelled,26-10-01,129999,519996
o0966,c0116,p0016,5,delivered,26-02-10,42999,214995
o0967,c0345,p0018,4,pending,25-02-07,39999,159996
o0968,c0091,p0017,1,cancelled,25-05-18,49999,49999
o0969,c0073,p0022,4,shipped,25-12-11,19999,79996
o0970,c0226,p0001,3,shipped,25-03-08,199999,599997
o0971,c0186,p0030,5,cancelled,26-11-12,32999,164995
o0972,c0418,p0004,4,shipped,26-10-05,129999,519996
o0973,c0086,p0007,4,cancelled,26-11-30,159999,639996
o0974,c0254,p0026,4,delivered,26-06-22,12999,51996
o0975,c0257,p0027,5,pending,25-08-16,7999,39995
o0976,c0165,p0021,1,delivered,25-05-08,9999,9999
o0977,c0379,p0019,5,cancelled,25-05-18,45999,229995
o0978,c0030,p0024,1,shipped,26-06-25,17999,17999
o0979,c0475,p0003,2,delivered,25-04-20,139999,279998
o0980,c0391,p0011,1,shipped,26-11-10,89999,89999
o0981,c0141,p0001,4,pending,26-10-12,199999,799996
o0982,c0352,p0011,1,shipped,26-01-31,89999,89999
o0983,c0021,p0011,4,pending,26-05-29,89999,359996
o0984,c0076,p0001,4,delivered,25-05-31,199999,799996
o0985,c0079,p0009,2,cancelled,25-10-25,149999,299998
o0986,c0083,p0017,5,shipped,26-09-24,49999,249995
o0987,c0015,p0005,2,pending,26-03-16,119999,239998
o0988,c0156,p0001,3,cancelled,26-02-25,199999,599997
o0989,c0454,p0024,5,delivered,26-06-16,17999,89995
o0990,c0177,p0023,1,shipped,26-02-18,39999,39999
o0991,c0360,p0006,1,pending,26-10-03,89999,89999
o0992,c0418,p0027,1,cancelled,25-05-08,7999,7999
o0993,c0159,p0010,5,delivered,25-03-25,179999,899995
o0994,c0306,p0022,5,delivered,25-08-14,19999,99995
o0995,c0258,p0027,2,cancelled,25-08-21,7999,15998
o0996,c0271,p0017,2,shipped,26-03-11,49999,99998
o0997,c0229,p0021,3,shipped,26-08-25,9999,29997
o0998,c0156,p0001,2,pending,25-07-06,199999,399998
o0999,c0406,p0026,5,delivered,25-04-29,12999,64995
o1000,c0060,p0007,1,pending,26-08-02,159999,159999
